ID	Gene Name	Species	GOTERM_CC_DIRECT
ENSG00000109756	Rap guanine nucleotide exchange factor 2(RAPGEF2)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005770~late endosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005911~cell-cell junction,GO:0005923~bicellular tight junction,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0030139~endocytic vesicle,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043234~protein complex,GO:0045202~synapse,GO:0048471~perinuclear region of cytoplasm,
ENSG00000079337	Rap guanine nucleotide exchange factor 3(RAPGEF3)	Homo sapiens	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0005902~microvillus,GO:0012505~endomembrane system,GO:0016020~membrane,GO:0030027~lamellipodium,GO:0030175~filopodium,GO:0030864~cortical actin cytoskeleton,GO:0070062~extracellular exosome,
ENSG00000091428	Rap guanine nucleotide exchange factor 4(RAPGEF4)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016020~membrane,
ENSG00000136237	Rap guanine nucleotide exchange factor 5(RAPGEF5)	Homo sapiens	GO:0005622~intracellular,GO:0005634~nucleus,
ENSG00000108352	Rap guanine nucleotide exchange factor like 1(RAPGEFL1)	Homo sapiens	GO:0005622~intracellular,GO:0016020~membrane,
ENSG00000138698	Rap1 GTPase-GDP dissociation stimulator 1(RAP1GDS1)	Homo sapiens	GO:0005739~mitochondrion,GO:0005783~endoplasmic reticulum,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000174791	Ras and Rab interactor 1(RIN1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0030425~dendrite,GO:0043025~neuronal cell body,
ENSG00000132669	Ras and Rab interactor 2(RIN2)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000187994	Ras and Rab interactor like(RINL)	Homo sapiens	GO:0001726~ruffle,GO:0015629~actin cytoskeleton,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0031410~cytoplasmic vesicle,
ENSG00000173166	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1(RAPH1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0030027~lamellipodium,GO:0030175~filopodium,
ENSG00000068028	Ras association domain family member 1(RASSF1)	Homo sapiens	GO:0000922~spindle pole,GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005874~microtubule,GO:0005886~plasma membrane,GO:0015630~microtubule cytoskeleton,
ENSG00000189431	Ras association domain family member 10(RASSF10)	Homo sapiens	GO:0000922~spindle pole,GO:0005815~microtubule organizing center,GO:0005829~cytosol,
ENSG00000153179	Ras association domain family member 3(RASSF3)	Homo sapiens	GO:0005737~cytoplasm,GO:0005874~microtubule,GO:0005886~plasma membrane,
ENSG00000266094	Ras association domain family member 5(RASSF5)	Homo sapiens	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005874~microtubule,
ENSG00000099849	Ras association domain family member 7(RASSF7)	Homo sapiens	GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,
ENSG00000198774	Ras association domain family member 9(RASSF9)	Homo sapiens	GO:0005768~endosome,GO:0005829~cytosol,GO:0012510~trans-Golgi network transport vesicle membrane,GO:0070062~extracellular exosome,
ENSG00000173653	Ras converting CAAX endopeptidase 1(RCE1)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,
ENSG00000167550	Ras homolog enriched in brain like 1(RHEBL1)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0012505~endomembrane system,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000106615	Ras homolog enriched in brain(RHEB)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005622~intracellular,GO:0005681~spliceosomal complex,GO:0005765~lysosomal membrane,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,
ENSG00000105538	Ras interacting protein 1(RASIP1)	Homo sapiens	GO:0005795~Golgi stack,GO:0048471~perinuclear region of cytoplasm,
ENSG00000143622	Ras like without CAAX 1(RIT1)	Homo sapiens	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0016020~membrane,
ENSG00000152214	Ras like without CAAX 2(RIT2)	Homo sapiens	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0043005~neuron projection,GO:0044297~cell body,GO:0045121~membrane raft,GO:0097447~dendritic tree,
ENSG00000058335	Ras protein specific guanine nucleotide releasing factor 1(RASGRF1)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0030426~growth cone,GO:0043005~neuron projection,
ENSG00000113319	Ras protein specific guanine nucleotide releasing factor 2(RASGRF2)	Homo sapiens	GO:0005622~intracellular,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0005886~plasma membrane,
ENSG00000155876	Ras related GTP binding A(RRAGA)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0034448~EGO complex,GO:0043231~intracellular membrane-bounded organelle,GO:1990130~Iml1 complex,GO:1990131~Gtr1-Gtr2 GTPase complex,
ENSG00000083750	Ras related GTP binding B(RRAGB)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0034448~EGO complex,GO:0043231~intracellular membrane-bounded organelle,GO:1990131~Gtr1-Gtr2 GTPase complex,
ENSG00000148484	Ras suppressor protein 1(RSU1)	Homo sapiens	GO:0005829~cytosol,GO:0005925~focal adhesion,GO:0070062~extracellular exosome,
ENSG00000198915	RasGEF domain family member 1A(RASGEF1A)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,
ENSG00000138670	RasGEF domain family member 1B(RASGEF1B)	Homo sapiens	GO:0005622~intracellular,GO:0005769~early endosome,GO:0005770~late endosome,GO:0030496~midbody,
ENSG00000146090	RasGEF domain family member 1C(RASGEF1C)	Homo sapiens	GO:0005622~intracellular,
ENSG00000004700	RecQ like helicase(RECQL)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0016020~membrane,
ENSG00000175643	RecQ mediated genome instability 2(RMI2)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000188672	Rh blood group CcEe antigens(RHCE)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000187010	Rh blood group D antigen(RHD)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000140519	Rh family C glycoprotein(RHCG)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,GO:0031410~cytoplasmic vesicle,GO:0070062~extracellular exosome,
ENSG00000111348	Rho GDP dissociation inhibitor beta(ARHGDIB)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0016020~membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0031410~cytoplasmic vesicle,GO:0070062~extracellular exosome,
ENSG00000242173	Rho GDP dissociation inhibitor gamma(ARHGDIG)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0031410~cytoplasmic vesicle,
ENSG00000175220	Rho GTPase activating protein 1(ARHGAP1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005913~cell-cell adherens junction,GO:0016021~integral component of membrane,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,
ENSG00000075884	Rho GTPase activating protein 15(ARHGAP15)	Homo sapiens	GO:0005829~cytosol,GO:0016020~membrane,
ENSG00000140750	Rho GTPase activating protein 17(ARHGAP17)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005923~bicellular tight junction,
ENSG00000146376	Rho GTPase activating protein 18(ARHGAP18)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005913~cell-cell adherens junction,
ENSG00000213390	Rho GTPase activating protein 19(ARHGAP19)	Homo sapiens	GO:0005634~nucleus,GO:0005829~cytosol,
ENSG00000137727	Rho GTPase activating protein 20(ARHGAP20)	Homo sapiens	GO:0005829~cytosol,
ENSG00000138639	Rho GTPase activating protein 24(ARHGAP24)	Homo sapiens	GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005925~focal adhesion,GO:0042995~cell projection,
ENSG00000163219	Rho GTPase activating protein 25(ARHGAP25)	Homo sapiens	GO:0005829~cytosol,
ENSG00000145819	Rho GTPase activating protein 26(ARHGAP26)	Homo sapiens	GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005925~focal adhesion,
ENSG00000159314	Rho GTPase activating protein 27(ARHGAP27)	Homo sapiens	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,
ENSG00000088756	Rho GTPase activating protein 28(ARHGAP28)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0016021~integral component of membrane,GO:0030054~cell junction,
ENSG00000186517	Rho GTPase activating protein 30(ARHGAP30)	Homo sapiens	GO:0005829~cytosol,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0031410~cytoplasmic vesicle,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000134909	Rho GTPase activating protein 32(ARHGAP32)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0005938~cell cortex,GO:0010008~endosome membrane,GO:0014069~postsynaptic density,GO:0015629~actin cytoskeleton,GO:0030054~cell junction,GO:0043197~dendritic spine,GO:0045211~postsynaptic membrane,
ENSG00000160007	Rho GTPase activating protein 35(ARHGAP35)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0015629~actin cytoskeleton,GO:0036064~ciliary basal body,
ENSG00000147799	Rho GTPase activating protein 39(ARHGAP39)	Homo sapiens	GO:0005634~nucleus,GO:0005829~cytosol,GO:0005856~cytoskeleton,
ENSG00000089820	Rho GTPase activating protein 4(ARHGAP4)	Homo sapiens	GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005874~microtubule,GO:0030426~growth cone,
ENSG00000006740	Rho GTPase activating protein 44(ARHGAP44)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0030054~cell junction,GO:0031256~leading edge membrane,GO:0043197~dendritic spine,GO:0055037~recycling endosome,
ENSG00000047648	Rho GTPase activating protein 6(ARHGAP6)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005884~actin filament,GO:0015629~actin cytoskeleton,
ENSG00000123329	Rho GTPase activating protein 9(ARHGAP9)	Homo sapiens	GO:0005829~cytosol,
ENSG00000067900	Rho associated coiled-coil containing protein kinase 1(ROCK1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0001726~ruffle,GO:0005622~intracellular,GO:0005814~centriole,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0030027~lamellipodium,GO:0032059~bleb,
ENSG00000134318	Rho associated coiled-coil containing protein kinase 2(ROCK2)	Homo sapiens	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0036464~cytoplasmic ribonucleoprotein granule,
ENSG00000172602	Rho family GTPase 1(RND1)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0005912~adherens junction,
ENSG00000108830	Rho family GTPase 2(RND2)	Homo sapiens	GO:0002080~acrosomal membrane,GO:0005769~early endosome,
ENSG00000074964	Rho guanine nucleotide exchange factor 10 like(ARHGEF10L)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000104728	Rho guanine nucleotide exchange factor 10(ARHGEF10)	Homo sapiens	GO:0005813~centrosome,GO:0005829~cytosol,
ENSG00000132694	Rho guanine nucleotide exchange factor 11(ARHGEF11)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,
ENSG00000196914	Rho guanine nucleotide exchange factor 12(ARHGEF12)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,
ENSG00000130762	Rho guanine nucleotide exchange factor 16(ARHGEF16)	Homo sapiens	GO:0005829~cytosol,GO:0005913~cell-cell adherens junction,
ENSG00000110237	Rho guanine nucleotide exchange factor 17(ARHGEF17)	Homo sapiens	GO:0005829~cytosol,
ENSG00000240771	Rho guanine nucleotide exchange factor 25(ARHGEF25)	Homo sapiens	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0030016~myofibril,GO:0030017~sarcomere,
ENSG00000114790	Rho guanine nucleotide exchange factor 26(ARHGEF26)	Homo sapiens	GO:0001726~ruffle,
ENSG00000214944	Rho guanine nucleotide exchange factor 28(ARHGEF28)	Homo sapiens	GO:0005829~cytosol,GO:0005886~plasma membrane,
ENSG00000163947	Rho guanine nucleotide exchange factor 3(ARHGEF3)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,
ENSG00000136002	Rho guanine nucleotide exchange factor 4(ARHGEF4)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0032587~ruffle membrane,
ENSG00000165801	Rho guanine nucleotide exchange factor 40(ARHGEF40)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000050327	Rho guanine nucleotide exchange factor 5(ARHGEF5)	Homo sapiens	GO:0002102~podosome,GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0030054~cell junction,GO:0042995~cell projection,GO:0071944~cell periphery,
ENSG00000102606	Rho guanine nucleotide exchange factor 7(ARHGEF7)	Homo sapiens	GO:0000322~storage vacuole,GO:0001726~ruffle,GO:0005622~intracellular,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005925~focal adhesion,GO:0005938~cell cortex,GO:0030027~lamellipodium,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043234~protein complex,
ENSG00000072422	Rho related BTB domain containing 1(RHOBTB1)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0005886~plasma membrane,
ENSG00000164292	Rho related BTB domain containing 3(RHOBTB3)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0032588~trans-Golgi network membrane,GO:0070062~extracellular exosome,
ENSG00000104880	Rho/Rac guanine nucleotide exchange factor 18(ARHGEF18)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0016324~apical plasma membrane,GO:0030054~cell junction,GO:0045177~apical part of cell,GO:0070062~extracellular exosome,
ENSG00000101883	Rhox homeobox family member 1(RHOXF1)	Homo sapiens	GO:0005634~nucleus,
ENSG00000175792	RuvB like AAA ATPase 1(RUVBL1)	Homo sapiens	GO:0000812~Swr1 complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005815~microtubule organizing center,GO:0005913~cell-cell adherens junction,GO:0016020~membrane,GO:0016363~nuclear matrix,GO:0031011~Ino80 complex,GO:0035267~NuA4 histone acetyltransferase complex,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,GO:0071339~MLL1 complex,GO:0097255~R2TP complex,
ENSG00000183207	RuvB like AAA ATPase 2(RUVBL2)	Homo sapiens	GO:0000812~Swr1 complex,GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005719~nuclear euchromatin,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0016363~nuclear matrix,GO:0031011~Ino80 complex,GO:0035267~NuA4 histone acetyltransferase complex,GO:0070062~extracellular exosome,GO:0071339~MLL1 complex,GO:0097255~R2TP complex,
ENSG00000130561	S-antigen visual arrestin(SAG)	Homo sapiens	GO:0001750~photoreceptor outer segment,GO:0001917~photoreceptor inner segment,GO:0005829~cytosol,
ENSG00000140386	S-phase cyclin A associated protein in the ER(SCAPER)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,
ENSG00000113558	S-phase kinase associated protein 1(SKP1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0019005~SCF ubiquitin ligase complex,GO:0031467~Cul7-RING ubiquitin ligase complex,GO:0031519~PcG protein complex,GO:0070062~extracellular exosome,
ENSG00000160678	S100 calcium binding protein A1(S100A1)	Homo sapiens	GO:0005634~nucleus,GO:0016529~sarcoplasmic reticulum,GO:0030018~Z disc,GO:0031430~M band,GO:0043005~neuron projection,GO:0043234~protein complex,
ENSG00000197747	S100 calcium binding protein A10(S100A10)	Homo sapiens	GO:0016021~integral component of membrane,GO:0019897~extrinsic component of plasma membrane,GO:0045121~membrane raft,GO:0070062~extracellular exosome,
ENSG00000163191	S100 calcium binding protein A11(S100A11)	Homo sapiens	GO:0001726~ruffle,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005913~cell-cell adherens junction,GO:0070062~extracellular exosome,
ENSG00000189171	S100 calcium binding protein A13(S100A13)	Homo sapiens	GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0042629~mast cell granule,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,
ENSG00000196154	S100 calcium binding protein A4(S100A4)	Homo sapiens	GO:0005615~extracellular space,GO:0005634~nucleus,GO:0043005~neuron projection,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,
ENSG00000116497	S100P binding protein(S100PBP)	Homo sapiens	GO:0005634~nucleus,
ENSG00000211456	SAC1 suppressor of actin mutations 1-like (yeast)(SACM1L)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,GO:0032281~AMPA glutamate receptor complex,
ENSG00000168061	SAC3 domain containing 1(SAC3D1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005819~spindle,
ENSG00000137776	SAFB like transcription modulator(SLTM)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,
ENSG00000176476	SAGA complex associated factor 29(SGF29)	Homo sapiens	GO:0005671~Ada2/Gcn5/Ada3 transcription activator complex,GO:0070461~SAGA-type complex,
ENSG00000111961	SAM and SH3 domain containing 1(SASH1)	Homo sapiens	GO:0016021~integral component of membrane,GO:0043234~protein complex,
ENSG00000122122	SAM and SH3 domain containing 3(SASH3)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,
ENSG00000124664	SAM pointed domain containing ETS transcription factor(SPDEF)	Homo sapiens	GO:0005634~nucleus,
ENSG00000100347	SAMM50 sorting and assembly machinery component(SAMM50)	Homo sapiens	GO:0001401~mitochondrial sorting and assembly machinery complex,GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0005743~mitochondrial inner membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000205323	SAP domain containing ribonucleoprotein(SARNP)	Homo sapiens	GO:0000346~transcription export complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016607~nuclear speck,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000164576	SAP30 like(SAP30L)	Homo sapiens	GO:0000118~histone deacetylase complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,
ENSG00000156876	SAS-6 centriolar assembly protein(SASS6)	Homo sapiens	GO:0005813~centrosome,GO:0005814~centriole,GO:0098536~deuterosome,
ENSG00000182568	SATB homeobox 1(SATB1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005720~nuclear heterochromatin,GO:0016363~nuclear matrix,GO:0016605~PML body,
