"id_with_url","name","species","feature_type","description"
"ENSG00000252642","RNA5SP137","Human","Gene","RNA, 5S ribosomal pseudogene 137 [Source:HGNC Symbol;Acc:HGNC:43037]"
"ENSG00000252647","RNA5SP416","Human","Gene","RNA, 5S ribosomal pseudogene 416 [Source:HGNC Symbol;Acc:HGNC:43316]"
"ENSG00000252649","RNA5SP480","Human","Gene","RNA, 5S ribosomal pseudogene 480 [Source:HGNC Symbol;Acc:HGNC:43380]"
"ENSG00000252650","RNA5SP75","Human","Gene","RNA, 5S ribosomal pseudogene 75 [Source:HGNC Symbol;Acc:HGNC:42852]"
"ENSG00000252653","RNA5SP444","Human","Gene","RNA, 5S ribosomal pseudogene 444 [Source:HGNC Symbol;Acc:HGNC:43344]"
"ENSG00000252667","RNA5SP523","Human","Gene","RNA, 5S ribosomal pseudogene 523 [Source:HGNC Symbol;Acc:HGNC:43423]"
"ENSG00000252673","RNA5SP421","Human","Gene","RNA, 5S ribosomal pseudogene 421 [Source:HGNC Symbol;Acc:HGNC:43321]"
"ENSG00000252674","RNA5SP102","Human","Gene","RNA, 5S ribosomal pseudogene 102 [Source:HGNC Symbol;Acc:HGNC:42900]"
"ENSG00000252680","RNA5SP449","Human","Gene","RNA, 5S ribosomal pseudogene 449 [Source:HGNC Symbol;Acc:HGNC:43349]"
"ENSG00000252696","RNA5SP34","Human","Gene","RNA, 5S ribosomal pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:42610]"
"ENSG00000252714","RNA5SP392","Human","Gene","RNA, 5S ribosomal pseudogene 392 [Source:HGNC Symbol;Acc:HGNC:43292]"
"ENSG00000252726","RNA5SP94","Human","Gene","RNA, 5S ribosomal pseudogene 94 [Source:HGNC Symbol;Acc:HGNC:42892]"
"ENSG00000252745","RNA5SP143","Human","Gene","RNA, 5S ribosomal pseudogene 143 [Source:HGNC Symbol;Acc:HGNC:43043]"
"ENSG00000252747","RNA5SP364","Human","Gene","RNA, 5S ribosomal pseudogene 364 [Source:HGNC Symbol;Acc:HGNC:43264]"
"ENSG00000252760","RNA5SP54","Human","Gene","RNA, 5S ribosomal pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:42831]"
"ENSG00000252780","RNA5SP471","Human","Gene","RNA, 5S ribosomal pseudogene 471 [Source:HGNC Symbol;Acc:HGNC:43371]"
"ENSG00000252806","RNA5SP420","Human","Gene","RNA, 5S ribosomal pseudogene 420 [Source:HGNC Symbol;Acc:HGNC:43320]"
"ENSG00000252816","RNA5SP337","Human","Gene","RNA, 5S ribosomal pseudogene 337 [Source:HGNC Symbol;Acc:HGNC:43237]"
"ENSG00000252828","RNA5SP135","Human","Gene","RNA, 5S ribosomal pseudogene 135 [Source:HGNC Symbol;Acc:HGNC:43035]"
"ENSG00000252833","RNA5SP186","Human","Gene","RNA, 5S ribosomal pseudogene 186 [Source:HGNC Symbol;Acc:HGNC:43086]"
"ENSG00000252845","RNA5SP101","Human","Gene","RNA, 5S ribosomal pseudogene 101 [Source:HGNC Symbol;Acc:HGNC:42899]"
"ENSG00000252848","RNA5SP230","Human","Gene","RNA, 5S ribosomal pseudogene 230 [Source:HGNC Symbol;Acc:HGNC:43130]"
"ENSG00000252856","RNA5SP503","Human","Gene","RNA, 5S ribosomal pseudogene 503 [Source:HGNC Symbol;Acc:HGNC:43403]"
"ENSG00000252864","RNA5SP278","Human","Gene","RNA, 5S ribosomal pseudogene 278 [Source:HGNC Symbol;Acc:HGNC:43178]"
"ENSG00000252866","RNA5SP243","Human","Gene","RNA, 5S ribosomal pseudogene 243 [Source:HGNC Symbol;Acc:HGNC:43143]"
"ENSG00000252877","RNA5SP312","Human","Gene","RNA, 5S ribosomal pseudogene 312 [Source:HGNC Symbol;Acc:HGNC:43212]"
"ENSG00000252902","RNA5SP342","Human","Gene","RNA, 5S ribosomal pseudogene 342 [Source:HGNC Symbol;Acc:HGNC:43242]"
"ENSG00000252905","RNA5SP330","Human","Gene","RNA, 5S ribosomal pseudogene 330 [Source:HGNC Symbol;Acc:HGNC:43230]"
"ENSG00000252927","RNA5SP404","Human","Gene","RNA, 5S ribosomal pseudogene 404 [Source:HGNC Symbol;Acc:HGNC:43304]"
"ENSG00000252936","RNA5SP423","Human","Gene","RNA, 5S ribosomal pseudogene 423 [Source:HGNC Symbol;Acc:HGNC:43323]"
"ENSG00000252941","RNA5SP340","Human","Gene","RNA, 5S ribosomal pseudogene 340 [Source:HGNC Symbol;Acc:HGNC:43240]"
"ENSG00000252942","RNA5SP290","Human","Gene","RNA, 5S ribosomal pseudogene 290 [Source:HGNC Symbol;Acc:HGNC:43190]"
"ENSG00000252950","RNA5SP490","Human","Gene","RNA, 5S ribosomal pseudogene 490 [Source:HGNC Symbol;Acc:HGNC:43390]"
"ENSG00000252951","RNA5SP165","Human","Gene","RNA, 5S ribosomal pseudogene 165 [Source:HGNC Symbol;Acc:HGNC:43065]"
"ENSG00000252956","RNA5SP40","Human","Gene","RNA, 5S ribosomal pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:42816]"
"ENSG00000252957","RNA5SP402","Human","Gene","RNA, 5S ribosomal pseudogene 402 [Source:HGNC Symbol;Acc:HGNC:43302]"
"ENSG00000252959","RNA5SP170","Human","Gene","RNA, 5S ribosomal pseudogene 170 [Source:HGNC Symbol;Acc:HGNC:43070]"
"ENSG00000252964","RNA5SP400","Human","Gene","RNA, 5S ribosomal pseudogene 400 [Source:HGNC Symbol;Acc:HGNC:43300]"
"ENSG00000252970","RNA5SP159","Human","Gene","RNA, 5S ribosomal pseudogene 159 [Source:HGNC Symbol;Acc:HGNC:43059]"
"ENSG00000252977","RNA5SP70","Human","Gene","RNA, 5S ribosomal pseudogene 70 [Source:HGNC Symbol;Acc:HGNC:42847]"
"ENSG00000252987","RNA5SP66","Human","Gene","RNA, 5S ribosomal pseudogene 66 [Source:HGNC Symbol;Acc:HGNC:42843]"
"ENSG00000252999","RNA5SP380","Human","Gene","RNA, 5S ribosomal pseudogene 380 [Source:HGNC Symbol;Acc:HGNC:43280]"
"ENSG00000253031","RNA5SP291","Human","Gene","RNA, 5S ribosomal pseudogene 291 [Source:HGNC Symbol;Acc:HGNC:43191]"
"ENSG00000253039","RNA5SP47","Human","Gene","RNA, 5S ribosomal pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:42823]"
"ENSG00000253040","RNA5SP454","Human","Gene","RNA, 5S ribosomal pseudogene 454 [Source:HGNC Symbol;Acc:HGNC:43354]"
"ENSG00000253055","RNA5SP415","Human","Gene","RNA, 5S ribosomal pseudogene 415 [Source:HGNC Symbol;Acc:HGNC:43315]"
"ENSG00000253058","RNA5SP437","Human","Gene","RNA, 5S ribosomal pseudogene 437 [Source:HGNC Symbol;Acc:HGNC:43337]"
"ENSG00000253077","RNA5SP169","Human","Gene","RNA, 5S ribosomal pseudogene 169 [Source:HGNC Symbol;Acc:HGNC:43069]"
"ENSG00000253080","RNA5SP373","Human","Gene","RNA, 5S ribosomal pseudogene 373 [Source:HGNC Symbol;Acc:HGNC:43273]"
"ENSG00000253083","RNA5SP106","Human","Gene","RNA, 5S ribosomal pseudogene 106 [Source:HGNC Symbol;Acc:HGNC:42904]"
"ENSG00000253093","RNA5SP179","Human","Gene","RNA, 5S ribosomal pseudogene 179 [Source:HGNC Symbol;Acc:HGNC:43079]"
"ENSG00000271924","RNA5SP108","Human","Gene","RNA, 5S ribosomal pseudogene 108 [Source:HGNC Symbol;Acc:HGNC:42906]"
"ENSG00000115946","PNO1","Human","Gene","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000115946"
"ENSG00000168028","RPSA","Human","Gene","ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000168028"
"ENSG00000135521","LTV1","Human","Gene","LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000135521"
"ENSG00000136942","RPL35","Human","Gene","ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000136942"
"ENSG00000178718","RPP25","Human","Gene","ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000178718"
"ENSG00000280548","FBL","Human","Gene","fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000280548"
"ENSG00000111641","NOP2","Human","Gene","NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000111641"
"ENSG00000108592","FTSJ3","Human","Gene","FtsJ homolog 3 [Source:HGNC Symbol;Acc:HGNC:17136]  Q8IY81 (UniProtKB/Swiss-Prot record; description: pre-rRNA processing protein FTSJ3,) is an external reference matched to Translation ENSP00000396673"
"ENSG00000104626","ERI1","Human","Gene","exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000104626"
"ENSG00000210077","MT-TV","Human","Gene","mitochondrially encoded tRNA valine [Source:HGNC Symbol;Acc:HGNC:7500]  R-HSA-72312 (Reactome transcript record; description: rRNA processing,) is an external reference matched to Transcript ENST00000387342"
"ENSG00000275464","CH507-9B2.5","Human","Gene"," GO:0000462 (GO record; description: maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),) is an external reference matched to Translation ENSP00000482107"
"ENSG00000163811","WDR43","Human","Gene","WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000163811"
"ENSG00000135972","MRPS9","Human","Gene","mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]  GO:0000462 (GO record; description: maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),) is an external reference matched to Translation ENSP00000258455"
"ENSG00000177971","IMP3","Human","Gene","IMP3, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14497]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000177971"
"ENSG00000183520","UTP11","Human","Gene","UTP11, small subunit processome component homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24329]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000183520"
"ENSG00000189306","RRP7A","Human","Gene","ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000189306"
"ENSG00000107371","EXOSC3","Human","Gene","exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000107371"
"ENSG00000029639","TFB1M","Human","Gene","transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]  TRANSCRIPTION FACTOR B1, MITOCHONDRIAL; TFB1M [*607033] (MIM gene record; description: TRANSCRIPTION FACTOR B1, MITOCHONDRIAL; TFB1M;;MITOCHONDRIAL 12S rRNA DIMETHYLASE 1;;DIMETHYLADENOSINE TRANSFERASE 1, MITOCHONDRIAL;;CGI75;;mtTFB1,) is an external reference matched to Gene ENSG00000029639"
"ENSG00000130713","EXOSC2","Human","Gene","exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000130713"
"ENSG00000164934","DCAF13","Human","Gene","DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:HGNC:24535]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000164934"
"ENSG00000204221","WDR46","Human","Gene","WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000204221"
"ENSG00000206284","WDR46","Human","Gene","WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000206284"
"ENSG00000226916","WDR46","Human","Gene","WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000226916"
"ENSG00000236222","WDR46","Human","Gene","WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000236222"
"ENSG00000145912","NHP2","Human","Gene","NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000145912"
"ENSG00000129347","KRI1","Human","Gene","KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]  GO:0000447 (GO record; description: endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),) is an external reference matched to Translation ENSP00000320917"
"ENSG00000130935","NOL11","Human","Gene","nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000130935"
"ENSG00000178896","EXOSC4","Human","Gene","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000178896"
"ENSG00000105193","RPS16","Human","Gene","ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000105193"
"ENSG00000142937","RPS8","Human","Gene","ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000142937"
"ENSG00000147604","RPL7","Human","Gene","ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000147604"
"ENSG00000135372","NAT10","Human","Gene","N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000135372"
"ENSG00000089048","ESF1","Human","Gene","ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]  Hs.369284 (UniGene record; description: ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae),) is an external reference matched to Gene ENSG00000089048"
"ENSG00000200313","RNA5-8SP7","Human","Gene","RNA, 5.8S ribosomal pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:41962]"
"ENSG00000200434","RNA5-8SP2","Human","Gene","RNA, 5.8S ribosomal pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41956]"
"ENSG00000202174","RNA5-8SP5","Human","Gene","RNA, 5.8S ribosomal pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:41959]"
"ENSG00000273730","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000274917","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000275215","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000275757","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000276700","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000277739","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000278189","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000278233","RNA5-8S5","Human","Gene","RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]"
"ENSG00000105849","TWISTNB","Human","Gene","TWIST neighbor [Source:HGNC Symbol;Acc:HGNC:18027]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000105849"
"ENSG00000066654","THUMPD1","Human","Gene","THUMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23807]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000066654"
"ENSG00000143319","ISG20L2","Human","Gene","interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000143319"
"ENSG00000163684","RPP14","Human","Gene","ribonuclease P/MRP subunit p14 [Source:HGNC Symbol;Acc:HGNC:30327]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000163684"
"ENSG00000280775","RNA5SP136","Human","Gene","RNA, 5S ribosomal pseudogene 136 [Source:HGNC Symbol;Acc:HGNC:43036]"
"ENSG00000283454","RNA5SP443","Human","Gene","RNA, 5S ribosomal pseudogene 443 [Source:HGNC Symbol;Acc:HGNC:43343]"
"ENSG00000283581","RNA5SP175","Human","Gene","RNA, 5S ribosomal pseudogene 175 [Source:HGNC Symbol;Acc:HGNC:43075]"
"ENSG00000273928","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000275780","RNA5SP443","Human","Gene","RNA, 5S ribosomal pseudogene 443 [Source:HGNC Symbol;Acc:HGNC:43343]"
"ENSG00000275999","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000277395","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000277584","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000278779","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000262132","RNA5SP458","Human","Gene","RNA, 5S ribosomal pseudogene 458 [Source:HGNC Symbol;Acc:HGNC:43358]"
"ENSG00000263418","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000265816","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000266035","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000266615","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000266653","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000266726","5S_rRNA","Human","Gene","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSG00000272196","HIST2H2AA4","Human","Gene","histone cluster 2 H2A family member a4 [Source:HGNC Symbol;Acc:HGNC:29668]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000272196"
"ENSG00000274183","H2AFB1","Human","Gene","H2A histone family member B1 [Source:HGNC Symbol;Acc:HGNC:22516]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000274183"
"ENSG00000246705","H2AFJ","Human","Gene","H2A histone family member J [Source:HGNC Symbol;Acc:HGNC:14456]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000246705"
"ENSG00000124784","RIOK1","Human","Gene","RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000124784"
"ENSG00000077348","EXOSC5","Human","Gene","exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000077348"
"ENSG00000055044","NOP58","Human","Gene","NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000055044"
"ENSG00000058729","RIOK2","Human","Gene","RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000058729"
"ENSG00000130305","NSUN5","Human","Gene","NOP2/Sun RNA methyltransferase family member 5 [Source:HGNC Symbol;Acc:HGNC:16385]  XP_005277661.1 (RefSeq peptide predicted record; description: PREDICTED: probable 28S rRNA (cytosine-C(5))-methyltransferase isoform X1,) is an external reference matched to Translation ENSP00000252594"
"ENSG00000137054","POLR1E","Human","Gene","RNA polymerase I subunit E [Source:HGNC Symbol;Acc:HGNC:17631]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000137054"
"ENSG00000181991","MRPS11","Human","Gene","mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]  GO:0070181 (GO record; description: small ribosomal subunit rRNA binding,) is an external reference matched to Translation ENSP00000317376"
"ENSG00000156697","UTP14A","Human","Gene","UTP14A small subunit processome component [Source:HGNC Symbol;Acc:HGNC:10665]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000156697"
"ENSG00000184260","HIST2H2AC","Human","Gene","histone cluster 2 H2A family member c [Source:HGNC Symbol;Acc:HGNC:4738]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000184260"
"ENSG00000105372","RPS19","Human","Gene","ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000105372"
"ENSG00000100138","SNU13","Human","Gene","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5) [Source:HGNC Symbol;Acc:HGNC:7819]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000100138"
